                                  深圳市前海云途物流有限公司,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,法国,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，适用尺寸长60-100以内货物，偏重大货或小泡货
,法国,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,指定纯Colissimo服务，下单即出末端单号
,法国,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,指定纯Colissimo服务，下单即出末端单号
,法国,专线,经济,云途全球精选专线挂号（化妆品）,TDMUR,进入价格表,化妆品,指定纯Colissimo服务，下单即出末端单号
,英国,专线,快速,云途全球云选专线挂号（带电）,YTYCPREC,进入价格表,带电,英国直出Evri单号和面单，优先处理、时效有保障
,英国,专线,快速,云途全球云选专线挂号（普货）,YTYCPREG,进入价格表,普货,英国直出Evri单号和面单，优先处理、时效有保障
,英国,专线,快速,云途全球专线挂号（特快带电）,BKDDTK,进入价格表,带电,时效快且稳定，平台本土店发货必备
,英国,专线,快速,云途全球专线挂号（特快普货）,BKPHTK,进入价格表,普货,时效快且稳定，平台本土店发货必备
,英国,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,时效快速有保障，全流程优先处理，末端RM专派，下单直出RM单号
,英国,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速有保障，全流程优先处理，末端RM专派，下单直出RM单号
,英国,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,价格实惠，清关速度快，时效稳定
,英国,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,价格实惠，清关速度快，时效稳定
,英国,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,价格实惠，清关速度快，时效稳定
,英国,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,价格实惠，清关速度快，时效稳定
,英国,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定、价格实惠
,英国,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格实惠，时效稳定
,英国,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，材积系数高，时效稳定
,英国,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，材积系数高，时效稳定
,英国,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,价格实惠，RM专派，时效稳定
,英国,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,价格实惠，RM专派，时效稳定
,澳大利亚,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,时效快速有保障，全流程优先处理
,澳大利亚,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速有保障，全流程优先处理
,澳大利亚,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,性价比高，时效稳定，支持重派，不额外收取退件费
,澳大利亚,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,性价比高，时效稳定，支持重派，不额外收取退件费
,澳大利亚,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定、价格实惠
,澳大利亚,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格实惠，时效稳定
,澳大利亚,专线,经济,云途轻小件专线挂号（特惠带电）,YTLSPC,进入价格表,带电,低值小件首选、2倍泡比内免抛、价格实惠性价比极高
,澳大利亚,专线,经济,云途轻小件专线挂号（特惠普货）,YTLSPN,进入价格表,普货,低值小件首选、2倍泡比内免抛、价格实惠性价比极高
,澳大利亚,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,澳邮专派，下单直出跟踪号，时效稳定
,澳大利亚,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,澳邮专派，下单直出跟踪号，时效稳定
,澳大利亚,专线,经济,云途全球特货专线,SCZXR,进入价格表,化妆品,可走液体、膏体&粉末类化妆品等
,意大利,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,全程优先处理，清关速度快，时效稳定
,意大利,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速，全程优先，妥投率高、服务稳定
,意大利,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,价格实惠，时效稳定
,意大利,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，意大利邮政专派
,意大利,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,价格实惠，时效稳定
,意大利,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，意大利邮政专派
,意大利,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定、价格实惠
,意大利,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格实惠，时效稳定
,意大利,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,意大利,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,意大利,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，时效稳定，实重大货优选
,意大利,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，时效稳定，实重大货优选
,意大利,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,价格实惠，时效稳定
,意大利,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,全境可达，下单出跟踪号，末端意邮专派
,加拿大,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,时效快速有保障，全流程优先处理，全境可达
,加拿大,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速有保障，全流程优先处理，全境可达
,加拿大,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,价格实惠，时效稳定，2倍泡比内免抛，全区可达，可发20CAD以上的包裹
,加拿大,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,价格实惠，时效稳定，2倍泡比内免抛，全区可达，可发20CAD以上的包裹
,加拿大,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定、2倍泡比内免抛、全境可达、末端加邮专派
,加拿大,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格实惠，时效稳定
,加拿大,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,中包产品尺寸首选 价格优势，时效稳定
,加拿大,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,中包产品尺寸首选 价格优势，时效稳定
,加拿大,专线,经济,云途轻小件专线挂号（特惠带电）,YTLSPC,进入价格表,带电,低值小件首选、免泡、加拿大全境可达
,荷兰,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,下单直出跟踪号，时效快且稳定，全程优先处理
,荷兰,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,下单直出跟踪号，时效快且稳定，全程优先处理
,荷兰,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,经济实惠性价比高，时效稳定，
,荷兰,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，全境可达，半追踪
,荷兰,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,经济实惠性价比高，时效稳定
,荷兰,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，时效稳定，全境可达，半追踪
,荷兰,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海，安全稳定、价格实惠，时效稳定，清关快
,荷兰,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格更加实惠，时效稳定
,荷兰,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,荷兰,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,荷兰,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,荷兰,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,荷兰,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,指定末端服务渠道，直出跟踪号，时效稳定
,荷兰,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,指定末端服务渠道，直出跟踪号，时效稳定
,瑞典,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,经济实惠性价比高，时效稳定
,瑞典,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，无开查无理赔
,瑞典,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,经济实惠性价比高，时效稳定
,瑞典,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，时效稳定，无开查无理赔
,瑞典,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海，安全稳定、价格实惠，时效稳定，清关快
,瑞典,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格更加实惠，时效稳定
,瑞典,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,瑞典,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,瑞典,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,瑞典,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,瑞典,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,指定末端服务渠道，时效稳定
,瑞典,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,指定末端服务渠道，时效稳定
,西班牙,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,下单直出跟踪号，时效快
,西班牙,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,下单直出跟踪号，时效快有保障
,西班牙,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,价格实惠性价比高，时效稳定
,西班牙,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,价格实惠，时效稳定
,西班牙,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,价格实惠性价比高，时效稳定
,西班牙,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定、价格实惠
,西班牙,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格实惠，时效稳定
,西班牙,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,西班牙,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,西班牙,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，时效稳定
,西班牙,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，时效稳定
,西班牙,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,单一末端西班牙邮政，直出跟踪号，时效稳定
,西班牙,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,单一末端西班牙邮政，直出跟踪号，时效稳定
,丹麦,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,经济实惠性价比高，时效稳定
,丹麦,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，无开查无理赔
,丹麦,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,经济实惠性价比高，时效稳定
,丹麦,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，时效稳定，无开查无理赔
,丹麦,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海，安全稳定、价格实惠，时效稳定，清关快
,丹麦,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格更加实惠，时效稳定
,丹麦,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,丹麦,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,丹麦,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,丹麦,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,奥地利,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,时效快速，全程优先，妥投率高、服务稳定
,奥地利,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速，全程优先，妥投率高、服务稳定
,奥地利,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,经济实惠性价比高，时效稳定，
,奥地利,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，全境可达，半追踪
,奥地利,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,经济实惠性价比高，时效稳定
,奥地利,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，时效稳定，全境可达，半追踪
,奥地利,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,经济实惠性价比高，时效稳定
,奥地利,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格更加实惠，时效稳定
,奥地利,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,奥地利,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,奥地利,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,奥地利,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,比利时,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,经济实惠性价比高，时效稳定
,比利时,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，无开查无理赔
,比利时,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,经济实惠性价比高，时效稳定
,比利时,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，时效稳定，无开查无理赔
,比利时,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海，安全稳定、价格实惠，时效稳定，清关快
,比利时,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格更加实惠，时效稳定
,比利时,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,比利时,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,比利时,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,比利时,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,比利时,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,指定比利时邮政，时效稳定，交付高
,比利时,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,指定比利时邮政，时效稳定，交付高
,墨西哥,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,价格实惠，时效稳定，可接普货、带电产品
,墨西哥,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,价格实惠，时效稳定，仅接普货
,墨西哥,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定、价格实惠、可接100ml以内不含酒精的液体/膏体
,墨西哥,专线,经济,云途全球特货专线,SCZXR,进入价格表,化妆品,可走液体、膏体&粉末类化妆品等
,波兰,专线,快速,云途全球专线挂号（标快带电）,BKZXR,进入价格表,带电,时效快速，全程优先，妥投率高、服务稳定
,波兰,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速，全程优先，妥投率高、服务稳定
,波兰,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,经济实惠性价比高，时效稳定
,波兰,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，无开查无理赔
,波兰,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,经济实惠性价比高，时效稳定
,波兰,专线,经济,云途全球专线平邮（特惠普货）,THPHU,进入价格表,普货,经济平邮，时效稳定，无开查无理赔
,波兰,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海，安全稳定、价格实惠，时效稳定，清关快
,波兰,专线,经济,云途大货18000专线挂号（特惠带电）,DHZXR,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,波兰,专线,经济,云途大货18000专线挂号（特惠普货）,DHZXRPH,进入价格表,大货,价格实惠，3倍免泡，时效稳定
,波兰,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,波兰,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠，材积系数较低，适用偏重大货或小泡货
,波兰,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,指定波兰Inpost，时效稳定，交付高
,瑞士,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,价格实惠，时效稳定，可接受普货，带电
,瑞士,专线,经济,云途全球专线平邮（特惠带电）,THZXU,进入价格表,带电,经济平邮，时效稳定，无开查无理赔
,瑞士,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,价格实惠，时效稳定，仅接受普货
,瑞士,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,价格实惠，时效稳定，合规出海，安全稳定
,瑞士,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,支持瑞士高重量段
,瑞士,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,支持瑞士高重量段
,日本,专线,快速,云途全球专线挂号（标快普货）,BKPHR,进入价格表,普货,时效快速有保障，全流程优先处理
,日本,专线,经济,云途全球专线挂号（特惠带电）,THZXR,进入价格表,带电,性价比首选，稳定可靠
,日本,专线,经济,云途全球专线挂号（特惠普货）,THPHR,进入价格表,普货,性价比首选，稳定可靠
,日本,专线,经济,云途全球化妆品类专线挂号,MUZXR,进入价格表,化妆品,合规出海、安全稳定
,日本,专线,经济,云途全球服装专线挂号,FZZXR,进入价格表,服装,免泡，价格实惠，时效稳定
,日本,专线,经济,云途中包专线挂号（特惠带电）,ZBZXRDD,进入价格表,大货,价格实惠、可发尺寸200以内，材积系数较低
,日本,专线,经济,云途中包专线挂号（特惠普货）,ZBZXRPH,进入价格表,大货,价格实惠、可发尺寸200以内，材积系数较低
,日本,专线,经济,云途轻小件专线挂号（特惠带电）,YTLSPC,进入价格表,带电,低值小件首选、免泡、日本全境可达无偏远附加费
,日本,专线,经济,云途轻小件专线挂号（特惠普货）,YTLSPN,进入价格表,普货,低值小件首选、免泡、日本全境可达无偏远附加费
,日本,专线,经济,云途岛屿专线（特惠带电）,THZDYPY,进入价格表,带电,北海道/冲绳/离岛地区，价格实惠，无额外偏远费
,日本,专线,经济,云途岛屿专线（特惠普货）,THPDYPY,进入价格表,普货,北海道/冲绳/离岛地区，价格实惠，无额外偏远费
,日本,专线,经济,云途全球精选专线挂号（特惠带电）,TDZXR,进入价格表,带电,"性价比首选，稳定可靠，小重量段更具优势"""
,日本,专线,经济,云途全球精选专线挂号（特惠普货）,TDPHR,进入价格表,普货,"性价比首选，稳定可靠，小重量段更具优势"""
,日本,专线,经济,云途精选专线挂号（特惠带电）-日本黑猫,TDZXRYMT,进入价格表,带电,黑猫派送，时效更稳、服务更优
,日本,专线,经济,云途精选专线挂号（特惠普货）-日本黑猫,TDPHRYMT,进入价格表,普货,黑猫派送，时效更稳、服务更优
,其他国家,其余国家请在具体产品价表查看,,,,,,
,,,,,,,,
,,,,,,,,
