返回目录,Unnamed: 1,云途大货18000专线挂号（特惠带电）,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,云途全球专线挂号（标快普货）,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,云途中包专线挂号（特惠普货）,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,,美国,07882,07882,偏远区域,40,,,美国,09318,09321,30,,美国,07882,07882,偏远区域,40
,,美国,07924,07924,偏远区域,40,,,美国,09329,09330,30,,美国,07924,07924,偏远区域,40
,,美国,07930,07931,偏远区域,40,,,美国,09332,09333,30,,美国,07930,07931,偏远区域,40
,,美国,07934,07935,偏远区域,40,,,美国,09336,09337,30,,美国,07934,07935,偏远区域,40
,,美国,07938,07938,偏远区域,40,,,美国,09339,09340,30,,美国,07938,07938,偏远区域,40
,,美国,07945,07945,偏远区域,40,,,美国,09342,09343,30,,美国,07945,07945,偏远区域,40
,,美国,07976,07977,偏远区域,40,,,美国,09346,09348,30,,美国,07976,07977,偏远区域,40
,,美国,07979,07980,偏远区域,40,,,美国,09350,09352,30,,美国,07979,07980,偏远区域,40
,,美国,08001,08001,偏远区域,40,,,美国,09353,09357,30,,美国,08001,08001,偏远区域,40
,,美国,08004,08005,偏远区域,40,,,美国,09362,09363,30,,美国,08004,08005,偏远区域,40
,,美国,08008,08008,偏远区域,40,,,美国,09364,09366,30,,美国,08008,08008,偏远区域,40
,,美国,08011,08011,偏远区域,40,,,美国,09377,09378,30,,美国,08011,08011,偏远区域,40
,,美国,08014,08015,偏远区域,40,,,美国,09380,09381,30,,美国,08014,08015,偏远区域,40
,,美国,14134,14136,偏远区域,40,,,美国,09402,09403,30,,美国,14134,14136,偏远区域,40
,,美国,14139,14139,偏远区域,40,,,美国,09420,09421,30,,美国,14139,14139,偏远区域,40
,,美国,14141,14141,偏远区域,40,,,美国,09446,09447,30,,美国,14141,14141,偏远区域,40
,,美国,14143,14143,偏远区域,40,,,美国,09453,09454,30,,美国,14143,14143,偏远区域,40
,,美国,14168,14170,偏远区域,40,,,美国,09458,09459,30,,美国,14168,14170,偏远区域,40
,,美国,14172,14174,偏远区域,40,,,美国,09460,09461,30,,美国,14172,14174,偏远区域,40
,,美国,14206,14206,偏远区域,40,,,美国,09462,09464,30,,美国,14206,14206,偏远区域,40
,,美国,14411,14411,偏远区域,40,,,美国,09467,09470,30,,美国,14411,14411,偏远区域,40
,,美国,14413,14414,偏远区域,40,,,美国,09493,09494,30,,美国,14413,14414,偏远区域,40
,,美国,14416,14416,偏远区域,40,,,美国,09496,09498,30,,美国,14416,14416,偏远区域,40
,,美国,14422,14424,偏远区域,40,,,美国,09500,09511,30,,美国,14422,14424,偏远区域,40
,,美国,14428,14429,偏远区域,40,,,美国,09512,09513,30,,美国,14428,14429,偏远区域,40
,,美国,14432,14432,偏远区域,40,,,美国,09516,09517,30,,美国,14432,14432,偏远区域,40
,,美国,14437,14437,偏远区域,40,,,美国,09519,09520,30,,美国,14437,14437,偏远区域,40
,,美国,14443,14443,偏远区域,40,,,美国,09521,09524,30,,美国,14443,14443,偏远区域,40
,,美国,14449,14449,偏远区域,40,,,美国,09531,09534,30,,美国,14449,14449,偏远区域,40
,,美国,14452,14452,偏远区域,40,,,美国,09540,09542,30,,美国,14452,14452,偏远区域,40
,,美国,14454,14454,偏远区域,40,,,美国,09543,09545,30,,美国,14454,14454,偏远区域,40
,,美国,14456,14456,偏远区域,40,,,美国,09549,09550,30,,美国,14456,14456,偏远区域,40
,,美国,14464,14464,偏远区域,40,,,美国,09553,09554,30,,美国,14464,14464,偏远区域,40
,,美国,14469,14470,偏远区域,40,,,美国,09555,09556,30,,美国,14469,14470,偏远区域,40
,,美国,14472,14472,偏远区域,40,,,美国,09563,09570,30,,美国,14472,14472,偏远区域,40
,,美国,14475,14475,偏远区域,40,,,美国,09572,09579,30,,美国,14475,14475,偏远区域,40
,,美国,14478,14480,偏远区域,40,,,美国,09580,09583,30,,美国,14478,14480,偏远区域,40
,,美国,14482,14482,偏远区域,40,,,美国,09585,09596,30,,美国,14482,14482,偏远区域,40
,,美国,14485,14485,偏远区域,40,,,美国,09598,09600,30,,美国,14485,14485,偏远区域,40
,,美国,14487,14487,偏远区域,40,,,美国,09601,09610,30,,美国,14487,14487,偏远区域,40
,,美国,14489,14489,偏远区域,40,,,美国,09612,09614,30,,美国,14489,14489,偏远区域,40
,,美国,17980,17981,偏远区域,40,,,美国,09616,09618,30,,美国,17980,17981,偏远区域,40
,,美国,18012,18013,偏远区域,40,,,美国,09619,09627,30,,美国,18012,18013,偏远区域,40
,,美国,18038,18038,偏远区域,40,,,美国,09629,09631,30,,美国,18038,18038,偏远区域,40
,,美国,18051,18051,偏远区域,40,,,美国,09632,09633,30,,美国,18051,18051,偏远区域,40
,,美国,18053,18056,偏远区域,40,,,美国,09635,09636,30,,美国,18053,18056,偏远区域,40
,,美国,18069,18071,偏远区域,40,,,美国,09641,09643,30,,美国,18069,18071,偏远区域,40
,,美国,18074,18074,偏远区域,40,,,美国,09644,09645,30,,美国,18074,18074,偏远区域,40
,,美国,18077,18077,偏远区域,40,,,美国,09646,09649,30,,美国,18077,18077,偏远区域,40
,,美国,18080,18080,偏远区域,40,,,美国,09700,09712,30,,美国,18080,18080,偏远区域,40
,,美国,18083,18084,偏远区域,40,,,美国,09713,09720,30,,美国,18083,18084,偏远区域,40
,,美国,18092,18092,偏远区域,40,,,美国,09721,09739,30,,美国,18092,18092,偏远区域,40
,,美国,18201,18201,偏远区域,40,,,美国,09740,09745,30,,美国,18201,18201,偏远区域,40
,,美国,18210,18211,偏远区域,40,,,美国,09747,09756,30,,美国,18210,18211,偏远区域,40
,,美国,18214,18214,偏远区域,40,,,美国,09757,09762,30,,美国,18214,18214,偏远区域,40
,,美国,18216,18216,偏远区域,40,,,美国,09768,09769,30,,美国,18216,18216,偏远区域,40
,,美国,18219,18219,偏远区域,40,,,美国,09776,09777,30,,美国,18219,18219,偏远区域,40
,,美国,18222,18222,偏远区域,40,,,美国,09779,09780,30,,美国,18222,18222,偏远区域,40
,,美国,18224,18224,偏远区域,40,,,美国,09788,09789,30,,美国,18224,18224,偏远区域,40
,,美国,18229,18231,偏远区域,40,,,美国,09799,09806,30,,美国,18229,18231,偏远区域,40
,,美国,18235,18235,偏远区域,40,,,美国,09807,09818,30,,美国,18235,18235,偏远区域,40
,,美国,18237,18237,偏远区域,40,,,美国,09819,09839,30,,美国,18237,18237,偏远区域,40
,,美国,18240,18240,偏远区域,40,,,美国,09840,09842,30,,美国,18240,18240,偏远区域,40
,,美国,18244,18245,偏远区域,40,,,美国,09843,09848,30,,美国,18244,18245,偏远区域,40
,,美国,18247,18247,偏远区域,40,,,美国,09850,09865,30,,美国,18247,18247,偏远区域,40
,,美国,18250,18252,偏远区域,40,,,美国,09866,09870,30,,美国,18250,18252,偏远区域,40
,,美国,18254,18255,偏远区域,40,,,美国,09872,09875,30,,美国,18254,18255,偏远区域,40
,,美国,24712,24712,偏远区域,40,,,美国,09879,09880,30,,美国,24712,24712,偏远区域,40
,,美国,24724,24724,偏远区域,40,,,美国,09889,09890,30,,美国,24724,24724,偏远区域,40
,,美国,24731,24731,偏远区域,40,,,美国,09891,09892,30,,美国,24731,24731,偏远区域,40
,,美国,24737,24737,偏远区域,40,,,美国,09894,09895,30,,美国,24737,24737,偏远区域,40
,,美国,24739,24740,偏远区域,40,,,美国,09897,09898,30,,美国,24739,24740,偏远区域,40
,,美国,24751,24751,偏远区域,40,,,美国,09900,09999,30,,美国,24751,24751,偏远区域,40
,,美国,24843,24843,偏远区域,40,,,美国,21300,21399,30,,美国,24843,24843,偏远区域,40
,,美国,24855,24855,偏远区域,40,,,美国,26900,26999,30,,美国,24855,24855,偏远区域,40
,,美国,24857,24857,偏远区域,40,,,美国,34000,34002,30,,美国,24857,24857,偏远区域,40
,,美国,24881,24881,偏远区域,40,,,美国,34003,34004,30,,美国,24881,24881,偏远区域,40
,,美国,24901,24901,偏远区域,40,,,美国,34006,34008,30,,美国,24901,24901,偏远区域,40
,,美国,24957,24957,偏远区域,40,,,美国,34010,34011,30,,美国,24957,24957,偏远区域,40
,,美国,24961,24961,偏远区域,40,,,美国,34019,34025,30,,美国,24961,24961,偏远区域,40
,,美国,24970,24970,偏远区域,40,,,美国,34029,34039,30,,美国,24970,24970,偏远区域,40
,,美国,24986,24986,偏远区域,40,,,美国,34040,34042,30,,美国,24986,24986,偏远区域,40
,,美国,25015,25015,偏远区域,40,,,美国,34043,34044,30,,美国,25015,25015,偏远区域,40
,,美国,25024,25024,偏远区域,40,,,美国,34049,34055,30,,美国,25024,25024,偏远区域,40
,,美国,25033,25033,偏远区域,40,,,美国,34057,34058,30,,美国,25033,25033,偏远区域,40
,,美国,25040,25040,偏远区域,40,,,美国,34059,34060,30,,美国,25040,25040,偏远区域,40
,,美国,25051,25051,偏远区域,40,,,美国,34077,34078,30,,美国,25051,25051,偏远区域,40
,,美国,25070,25070,偏远区域,40,,,美国,34079,34095,30,,美国,25070,25070,偏远区域,40
,,美国,25076,25076,偏远区域,40,,,美国,34300,34399,30,,美国,25076,25076,偏远区域,40
,,美国,25081,25081,偏远区域,40,,,美国,34500,34599,30,,美国,25081,25081,偏远区域,40
,,美国,25086,25086,偏远区域,40,,,美国,34800,34899,30,,美国,25086,25086,偏远区域,40
,,美国,25090,25090,偏远区域,40,,,美国,35300,35399,30,,美国,25090,25090,偏远区域,40
,,美国,25103,25103,偏远区域,40,,,美国,41900,41999,30,,美国,25103,25103,偏远区域,40
,,美国,25108,25108,偏远区域,40,,,美国,42800,42999,30,,美国,25108,25108,偏远区域,40
,,美国,25110,25110,偏远区域,40,,,美国,51700,51999,30,,美国,25110,25110,偏远区域,40
,,美国,25139,25139,偏远区域,40,,,美国,52900,52999,30,,美国,25139,25139,偏远区域,40
,,美国,25143,25143,偏远区域,40,,,美国,53300,53399,30,,美国,25143,25143,偏远区域,40
,,美国,25156,25156,偏远区域,40,,,美国,53600,53699,30,,美国,25156,25156,偏远区域,40
,,美国,25159,25159,偏远区域,40,,,美国,55200,55299,30,,美国,25159,25159,偏远区域,40
,,美国,25162,25162,偏远区域,40,,,美国,56800,56999,30,,美国,25162,25162,偏远区域,40
,,美国,25165,25165,偏远区域,40,,,美国,57800,57999,30,,美国,25165,25165,偏远区域,40
,,美国,25168,25168,偏远区域,40,,,美国,58900,58999,30,,美国,25168,25168,偏远区域,40
,,美国,25185,25186,偏远区域,40,,,美国,62100,62199,30,,美国,25185,25186,偏远区域,40
,,美国,25202,25202,偏远区域,40,,,美国,63200,63299,30,,美国,25202,25202,偏远区域,40
,,美国,25213,25213,偏远区域,40,,,美国,64200,64399,30,,美国,25213,25213,偏远区域,40
,,美国,25260,25260,偏远区域,40,,,美国,65900,65999,30,,美国,25260,25260,偏远区域,40
,,美国,30429,30429,偏远区域,40,,,美国,66300,66399,30,,美国,30429,30429,偏远区域,40
,,美国,30436,30436,偏远区域,40,,,美国,68200,68299,30,,美国,30436,30436,偏远区域,40
,,美国,30461,30461,偏远区域,40,,,美国,69400,69999,30,,美国,30461,30461,偏远区域,40
,,美国,30464,30464,偏远区域,40,,,美国,70200,70299,30,,美国,30464,30464,偏远区域,40
,,美国,30474,30475,偏远区域,40,,,美国,70900,70999,30,,美国,30474,30475,偏远区域,40
,,美国,30506,30506,偏远区域,40,,,美国,71500,71599,30,,美国,30506,30506,偏远区域,40
,,美国,30510,30511,偏远区域,40,,,美国,73200,73299,30,,美国,30510,30511,偏远区域,40
,,美国,30514,30514,偏远区域,40,,,美国,74200,74299,30,,美国,30514,30514,偏远区域,40
,,美国,30527,30528,偏远区域,40,,,美国,77100,77199,30,,美国,30527,30528,偏远区域,40
,,美国,30530,30531,偏远区域,40,,,美国,81700,81999,30,,美国,30530,30531,偏远区域,40
,,美国,30535,30535,偏远区域,40,,,美国,83900,83999,30,,美国,30535,30535,偏远区域,40
,,美国,30538,30539,偏远区域,40,,,美国,84800,84999,30,,美国,30538,30539,偏远区域,40
,,美国,30543,30543,偏远区域,40,,,美国,85400,85499,30,,美国,30543,30543,偏远区域,40
,,美国,30548,30549,偏远区域,40,,,美国,85800,85899,30,,美国,30548,30549,偏远区域,40
,,美国,30553,30553,偏远区域,40,,,美国,86100,86299,30,,美国,30553,30553,偏远区域,40
,,美国,30563,30563,偏远区域,40,,,美国,86600,86699,30,,美国,30563,30563,偏远区域,40
,,美国,30565,30565,偏远区域,40,,,美国,86700,86999,30,,美国,30565,30565,偏远区域,40
,,美国,30575,30575,偏远区域,40,,,美国,87200,87299,30,,美国,30575,30575,偏远区域,40
,,美国,30577,30577,偏远区域,40,,,美国,87600,87699,30,,美国,30577,30577,偏远区域,40
,,美国,30597,30598,偏远区域,40,,,美国,88600,88899,30,,美国,30597,30598,偏远区域,40
,,美国,30620,30621,偏远区域,40,,,美国,89200,89299,30,,美国,30620,30621,偏远区域,40
,,美国,30623,30623,偏远区域,40,,,美国,89600,89699,30,,美国,30623,30623,偏远区域,40
,,美国,30628,30628,偏远区域,40,,,美国,89900,89999,30,,美国,30628,30628,偏远区域,40
,,美国,30635,30635,偏远区域,40,,,美国,90900,90999,30,,美国,30635,30635,偏远区域,40
,,美国,30638,30638,偏远区域,40,,,美国,92900,92999,30,,美国,30638,30638,偏远区域,40
,,美国,30643,30643,偏远区域,40,,,美国,96200,96210,30,,美国,30643,30643,偏远区域,40
,,美国,30646,30646,偏远区域,40,,,美国,96211,96214,30,,美国,30646,30646,偏远区域,40
,,美国,30650,30650,偏远区域,40,,,美国,96217,96218,30,,美国,30650,30650,偏远区域,40
,,美国,30655,30656,偏远区域,40,,,美国,96223,96224,30,,美国,30655,30656,偏远区域,40
,,美国,30665,30666,偏远区域,40,,,美国,96250,96251,30,,美国,30665,30666,偏远区域,40
,,美国,30671,30671,偏远区域,40,,,美国,96256,96258,30,,美国,30671,30671,偏远区域,40
,,美国,37777,37778,偏远区域,40,,,美国,96259,96260,30,,美国,37777,37778,偏远区域,40
,,美国,37803,37803,偏远区域,40,,,美国,96261,96262,30,,美国,37803,37803,偏远区域,40
,,美国,37806,37806,偏远区域,40,,,美国,96263,96264,30,,美国,37806,37806,偏远区域,40
,,美国,37813,37813,偏远区域,40,,,美国,96265,96267,30,,美国,37813,37813,偏远区域,40
,,美国,37820,37822,偏远区域,40,,,美国,96268,96269,30,,美国,37820,37822,偏远区域,40
,,美国,37824,37824,偏远区域,40,,,美国,96270,96271,30,,美国,37824,37824,偏远区域,40
,,美国,37840,37840,偏远区域,40,,,美国,96272,96273,30,,美国,37840,37840,偏远区域,40
,,美国,37845,37845,偏远区域,40,,,美国,96274,96276,30,,美国,37845,37845,偏远区域,40
,,美国,37857,37857,偏远区域,40,,,美国,96277,96278,30,,美国,37857,37857,偏远区域,40
,,美国,37860,37860,偏远区域,40,,,美国,96282,96284,30,,美国,37860,37860,偏远区域,40
,,美国,37865,37865,偏远区域,40,,,美国,96296,96297,30,,美国,37865,37865,偏远区域,40
,,美国,37874,37874,偏远区域,40,,,美国,96300,96301,30,,美国,37874,37874,偏远区域,40
,,美国,37876,37877,偏远区域,40,,,美国,96302,96303,30,,美国,37876,37877,偏远区域,40
,,美国,37886,37886,偏远区域,40,,,美国,96305,96306,30,,美国,37886,37886,偏远区域,40
,,美国,37890,37891,偏远区域,40,,,美国,96308,96310,30,,美国,37890,37891,偏远区域,40
,,美国,37927,37927,偏远区域,40,,,美国,96318,96319,30,,美国,37927,37927,偏远区域,40
,,美国,38001,38001,偏远区域,40,,,美国,96320,96323,30,,美国,38001,38001,偏远区域,40
,,美国,38004,38004,偏远区域,40,,,美国,96325,96326,30,,美国,38004,38004,偏远区域,40
,,美国,38006,38006,偏远区域,40,,,美国,96327,96328,30,,美国,38006,38006,偏远区域,40
,,美国,38011,38011,偏远区域,40,,,美国,96329,96331,30,,美国,38011,38011,偏远区域,40
,,美国,38019,38019,偏远区域,40,,,美国,96335,96339,30,,美国,38019,38019,偏远区域,40
,,美国,38024,38025,偏远区域,40,,,美国,96342,96343,30,,美国,38024,38025,偏远区域,40
,,美国,38028,38028,偏远区域,40,,,美国,96345,96347,30,,美国,38028,38028,偏远区域,40
,,美国,38036,38036,偏远区域,40,,,美国,96348,96351,30,,美国,38036,38036,偏远区域,40
,,美国,38059,38060,偏远区域,40,,,美国,96361,96362,30,,美国,38059,38060,偏远区域,40
,,美国,38063,38063,偏远区域,40,,,美国,96364,96365,30,,美国,38063,38063,偏远区域,40
,,美国,38071,38071,偏远区域,40,,,美国,96366,96368,30,,美国,38071,38071,偏远区域,40
,,美国,38127,38127,偏远区域,40,,,美国,96369,96370,30,,美国,38127,38127,偏远区域,40
,,美国,38167,38167,偏远区域,40,,,美国,96371,96380,30,,美国,38167,38167,偏远区域,40
,,美国,38225,38225,偏远区域,40,,,美国,96381,96382,30,,美国,38225,38225,偏远区域,40
,,美国,38235,38235,偏远区域,40,,,美国,96383,96389,30,,美国,38235,38235,偏远区域,40
,,美国,38237,38238,偏远区域,40,,,美国,96400,96401,30,,美国,38237,38238,偏远区域,40
,,美国,38242,38242,偏远区域,40,,,美国,96500,96501,30,,美国,38242,38242,偏远区域,40
,,美国,44883,44883,偏远区域,40,,,美国,96503,96505,30,,美国,44883,44883,偏远区域,40
,,美国,44888,44890,偏远区域,40,,,美国,96506,96507,30,,美国,44888,44890,偏远区域,40
,,美国,45001,45001,偏远区域,40,,,美国,96509,96511,30,,美国,45001,45001,偏远区域,40
,,美国,45003,45003,偏远区域,40,,,美国,96514,96517,30,,美国,45003,45003,偏远区域,40
,,美国,45032,45032,偏远区域,40,,,美国,96519,96521,30,,美国,45032,45032,偏远区域,40
,,美国,45052,45052,偏远区域,40,,,美国,96529,96532,30,,美国,45052,45052,偏远区域,40
,,美国,45068,45068,偏远区域,40,,,美国,96533,96535,30,,美国,45068,45068,偏远区域,40
,,美国,45111,45113,偏远区域,40,,,美国,96536,96537,30,,美国,45111,45113,偏远区域,40
,,美国,45118,45118,偏远区域,40,,,美国,96539,96540,30,,美国,45118,45118,偏远区域,40
,,美国,45122,45122,偏远区域,40,,,美国,96541,96543,30,,美国,45122,45122,偏远区域,40
,,美国,45133,45133,偏远区域,40,,,美国,96545,96546,30,,美国,45133,45133,偏远区域,40
,,美国,45145,45145,偏远区域,40,,,美国,96547,96555,30,,美国,45145,45145,偏远区域,40
,,美国,45152,45152,偏远区域,40,,,美国,96556,96557,30,,美国,45152,45152,偏远区域,40
,,美国,45154,45156,偏远区域,40,,,美国,96561,96562,30,,美国,45154,45156,偏远区域,40
,,美国,45162,45162,偏远区域,40,,,美国,96576,96578,30,,美国,45162,45162,偏远区域,40
,,美国,45164,45164,偏远区域,40,,,美国,96594,96595,30,,美国,45164,45164,偏远区域,40
,,美国,45166,45166,偏远区域,40,,,美国,96597,96599,30,,美国,45166,45166,偏远区域,40
,,美国,45172,45172,偏远区域,40,,,美国,96600,96613,30,,美国,45172,45172,偏远区域,40
,,美国,45302,45302,偏远区域,40,,,美国,96614,96617,30,,美国,45302,45302,偏远区域,40
,,美国,45304,45304,偏远区域,40,,,美国,96618,96620,30,,美国,45304,45304,偏远区域,40
,,美国,45306,45307,偏远区域,40,,,美国,96627,96629,30,,美国,45306,45307,偏远区域,40
,,美国,45309,45310,偏远区域,40,,,美国,96631,96633,30,,美国,45309,45310,偏远区域,40
,,美国,45314,45314,偏远区域,40,,,美国,96640,96645,30,,美国,45314,45314,偏远区域,40
,,美国,45316,45316,偏远区域,40,,,美国,96648,96650,30,,美国,45316,45316,偏远区域,40
,,美国,45318,45318,偏远区域,40,,,美国,96656,96657,30,,美国,45318,45318,偏远区域,40
,,美国,45320,45320,偏远区域,40,,,美国,96659,96675,30,,美国,45320,45320,偏远区域,40
,,美国,45325,45325,偏远区域,40,,,美国,96676,96679,30,,美国,45325,45325,偏远区域,40
,,美国,45327,45328,偏远区域,40,,,美国,96680,96683,30,,美国,45327,45328,偏远区域,40
,,美国,45330,45331,偏远区域,40,,,美国,96685,96686,30,,美国,45330,45331,偏远区域,40
,,美国,45335,45336,偏远区域,40,,,美国,96690,96696,30,,美国,45335,45336,偏远区域,40
,,美国,49610,49610,偏远区域,40,,,美国,96697,96698,30,,美国,49610,49610,偏远区域,40
,,美国,49616,49616,偏远区域,40,,,美国,96700,96799,30,,美国,49616,49616,偏远区域,40
,,美国,49627,49629,偏远区域,40,,,美国,96800,96899,30,,美国,49627,49629,偏远区域,40
,,美国,49634,49637,偏远区域,40,,,美国,96900,96999,30,,美国,49634,49637,偏远区域,40
,,美国,49643,49643,偏远区域,40,,,美国,98700,98799,30,,美国,49643,49643,偏远区域,40
,,美国,49646,49646,偏远区域,40,,,美国,99500,99999,30,,美国,49646,49646,偏远区域,40
,,美国,49650,49650,偏远区域,40,,,美国,34000,34099,30,,美国,49650,49650,偏远区域,40
,,美国,49657,49657,偏远区域,40,,,,,,,,美国,49657,49657,偏远区域,40
,,美国,49660,49660,偏远区域,40,,,,,,,,美国,49660,49660,偏远区域,40
,,美国,49675,49677,偏远区域,40,,,,,,,,美国,49675,49677,偏远区域,40
,,美国,49685,49685,偏远区域,40,,,,,,,,美国,49685,49685,偏远区域,40
,,美国,49690,49690,偏远区域,40,,,,,,,,美国,49690,49690,偏远区域,40
,,美国,49696,49696,偏远区域,40,,,,,,,,美国,49696,49696,偏远区域,40
,,美国,49701,49701,偏远区域,40,,,,,,,,美国,49701,49701,偏远区域,40
,,美国,49707,49707,偏远区域,40,,,,,,,,美国,49707,49707,偏远区域,40
,,美国,49711,49712,偏远区域,40,,,,,,,,美国,49711,49712,偏远区域,40
,,美国,49720,49720,偏远区域,40,,,,,,,,美国,49720,49720,偏远区域,40
,,美国,49723,49723,偏远区域,40,,,,,,,,美国,49723,49723,偏远区域,40
,,美国,49734,49735,偏远区域,40,,,,,,,,美国,49734,49735,偏远区域,40
,,美国,49737,49737,偏远区域,40,,,,,,,,美国,49737,49737,偏远区域,40
,,美国,49739,49740,偏远区域,40,,,,,,,,美国,49739,49740,偏远区域,40
,,美国,49781,49781,偏远区域,40,,,,,,,,美国,49781,49781,偏远区域,40
,,美国,49783,49783,偏远区域,40,,,,,,,,美国,49783,49783,偏远区域,40
,,美国,49785,49785,偏远区域,40,,,,,,,,美国,49785,49785,偏远区域,40
,,美国,49792,49792,偏远区域,40,,,,,,,,美国,49792,49792,偏远区域,40
,,美国,49796,49796,偏远区域,40,,,,,,,,美国,49796,49796,偏远区域,40
